timestamp,x,y
1.75689e+09,0.337144,-1.63227
1.75689e+09,0.338313,-1.63215
1.75689e+09,0.338313,-1.63215
1.75689e+09,0.35503,-1.61314
1.75689e+09,0.360992,-1.59606
1.75689e+09,0.369853,-1.58339
1.75689e+09,0.37725,-1.60305
1.75689e+09,0.380431,-1.61201
1.75689e+09,0.382187,-1.60102
1.75689e+09,0.381585,-1.61443
1.75689e+09,0.380238,-1.60526
1.75689e+09,0.378726,-1.58737
1.75689e+09,0.378801,-1.58294
1.75689e+09,0.372469,-1.58264
1.75689e+09,0.366892,-1.58969
1.75689e+09,0.357891,-1.58456
1.75689e+09,0.344923,-1.59782
1.75689e+09,0.336085,-1.60464
1.75689e+09,0.325676,-1.60531
1.75689e+09,0.306887,-1.60637
1.75689e+09,0.283248,-1.6073
1.75689e+09,0.235778,-1.58048
1.75689e+09,0.229412,-1.55166
1.75689e+09,0.19353,-1.49383
1.75689e+09,0.164787,-1.48948
1.75689e+09,0.141681,-1.49397
1.75689e+09,0.122535,-1.48211
1.75689e+09,0.103971,-1.48367
1.75689e+09,0.103971,-1.48367
1.75689e+09,0.103971,-1.48367
1.75689e+09,0.0832039,-1.46649
1.75689e+09,0.0832039,-1.46649
1.75689e+09,0.0832039,-1.46649
1.75689e+09,0.0309215,-1.46541
1.75689e+09,0.025565,-1.45733
1.75689e+09,-0.00226681,-1.46269
1.75689e+09,-0.0237515,-1.46481
1.75689e+09,-0.0336144,-1.47761
1.75689e+09,-0.0691758,-1.46566
1.75689e+09,-0.0851673,-1.46567
1.75689e+09,-0.0851673,-1.46567
1.75689e+09,-0.0851673,-1.46567
1.75689e+09,-0.0851673,-1.46567
1.75689e+09,-0.188069,-1.5017
1.75689e+09,-0.210137,-1.52005
1.75689e+09,-0.225873,-1.52198
1.75689e+09,-0.262361,-1.52151
1.75689e+09,-0.270752,-1.57163
1.75689e+09,-0.288419,-1.58858
1.75689e+09,-0.346212,-1.58058
1.75689e+09,-0.363079,-1.60393
1.75689e+09,-0.395831,-1.62369
1.75689e+09,-0.405944,-1.62581
1.75689e+09,-0.422932,-1.63103
1.75689e+09,-0.461918,-1.65196
1.75689e+09,-0.499162,-1.66426
1.75689e+09,-0.510574,-1.66748
1.75689e+09,-0.577359,-1.67932
1.75689e+09,-0.612755,-1.67992
1.75689e+09,-0.651677,-1.67277
1.75689e+09,-0.688187,-1.66619
1.75689e+09,-0.736776,-1.67166
1.75689e+09,-0.77845,-1.65044
1.75689e+09,-0.825613,-1.65298
1.75689e+09,-0.843901,-1.62646
1.75689e+09,-0.897119,-1.63089
1.75689e+09,-0.932247,-1.65111
1.75689e+09,-0.978668,-1.63307
1.75689e+09,-1.00981,-1.62103
1.75689e+09,-1.0655,-1.5485
1.75689e+09,-1.06793,-1.60049
1.75689e+09,-1.06793,-1.60049
1.75689e+09,-1.06793,-1.60049
1.75689e+09,-1.16655,-1.56871
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
1.75689e+09,-1.21421,-1.49266
